# screening: M_eff, kappa = 0.250
# MC samples, -10000000
#
# Columns: g, eta/T^3, {lower, upper, omni} 
0.0010    2.305427e+13    2.305427e+13    2.305427e+13    2.305427e+13
0.0018    2.066903e+12    2.066903e+12    2.066903e+12    2.066903e+12
0.0034    1.880970e+11    1.880970e+11    1.880970e+11    1.880970e+11
0.0062    1.756124e+10    1.756124e+10    1.756124e+10    1.756124e+10
0.0113    1.693316e+09    1.693316e+09    1.693316e+09    1.693316e+09
0.0207    1.681072e+08    1.681072e+08    1.681072e+08    1.681072e+08
0.0379    1.708198e+07    1.708198e+07    1.708198e+07    1.708198e+07
0.0695    1.777042e+06    1.777042e+06    1.777042e+06    1.777042e+06
0.1274    1.904855e+05    1.904855e+05    1.904855e+05    1.904855e+05
0.2336    2.128186e+04    2.128186e+04    2.128186e+04    2.128186e+04
0.4281    2.522062e+03    2.522062e+03    2.522062e+03    2.522062e+03
0.7848    3.252838e+02    3.252838e+02    3.252838e+02    3.252838e+02
1.4384    4.722604e+01    4.722604e+01    4.722604e+01    4.722604e+01
2.6367    7.967937e+00    7.967937e+00    7.967937e+00    7.967937e+00
4.8329    1.560314e+00    1.560314e+00    1.560314e+00    1.560314e+00
8.8587    3.343238e-01    3.343238e-01    3.343238e-01    3.343238e-01
16.2378    6.779447e-02    6.779447e-02    6.779447e-02    6.779447e-02
29.7635    9.825232e-03    9.825232e-03    9.825232e-03    9.825232e-03
54.5559    1.024985e-03    1.024985e-03    1.024985e-03    1.024985e-03
100.0000    9.387364e-05    9.387364e-05    9.387364e-05    9.387364e-05
